Date|DateKey|Year|Year Quarter|Year Quarter Number|Quarter|Year Month|Year Month Short|Year Month Number|Month|Month Short|Month Number|Day of Week|Day of Week Short|Day of Week Number|Working Day|Working Day Number
2017-07-31|20170731|2017|Q3-2017|8071|Q3|July 2017|Jul 2017|24211|July|Jul|7|Monday|Mon|2|True|146
2017-08-01|20170801|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Tuesday|Tue|3|True|147
2017-08-02|20170802|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Wednesday|Wed|4|True|148
2017-08-03|20170803|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Thursday|Thu|5|True|149
2017-08-04|20170804|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Friday|Fri|6|True|150
2017-08-05|20170805|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Saturday|Sat|7|False|150
2017-08-06|20170806|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Sunday|Sun|1|False|150
2017-08-07|20170807|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Monday|Mon|2|True|151
2017-08-08|20170808|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Tuesday|Tue|3|True|152
2017-08-09|20170809|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Wednesday|Wed|4|True|153
2017-08-10|20170810|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Thursday|Thu|5|True|154
2017-08-11|20170811|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Friday|Fri|6|True|155
2017-08-12|20170812|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Saturday|Sat|7|False|155
2017-08-13|20170813|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Sunday|Sun|1|False|155
2017-08-14|20170814|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Monday|Mon|2|True|156
2017-08-15|20170815|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Tuesday|Tue|3|True|157
2017-08-16|20170816|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Wednesday|Wed|4|True|158
2017-08-17|20170817|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Thursday|Thu|5|True|159
2017-08-18|20170818|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Friday|Fri|6|True|160
2017-08-19|20170819|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Saturday|Sat|7|False|160
2017-08-20|20170820|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Sunday|Sun|1|False|160
2017-08-21|20170821|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Monday|Mon|2|True|161
2017-08-22|20170822|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Tuesday|Tue|3|True|162
2017-08-23|20170823|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Wednesday|Wed|4|True|163
2017-08-24|20170824|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Thursday|Thu|5|True|164
2017-08-25|20170825|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Friday|Fri|6|True|165
2017-08-26|20170826|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Saturday|Sat|7|False|165
2017-08-27|20170827|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Sunday|Sun|1|False|165
2017-08-28|20170828|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Monday|Mon|2|True|166
2017-08-29|20170829|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Tuesday|Tue|3|True|167
2017-08-30|20170830|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Wednesday|Wed|4|True|168
2017-08-31|20170831|2017|Q3-2017|8071|Q3|August 2017|Aug 2017|24212|August|Aug|8|Thursday|Thu|5|True|169
2017-09-01|20170901|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Friday|Fri|6|True|170
2017-09-02|20170902|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Saturday|Sat|7|False|170
2017-09-03|20170903|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Sunday|Sun|1|False|170
2017-09-04|20170904|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Monday|Mon|2|False|170
2017-09-05|20170905|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Tuesday|Tue|3|True|171
2017-09-06|20170906|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Wednesday|Wed|4|True|172
2017-09-07|20170907|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Thursday|Thu|5|True|173
2017-09-08|20170908|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Friday|Fri|6|True|174
2017-09-09|20170909|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Saturday|Sat|7|False|174
2017-09-10|20170910|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Sunday|Sun|1|False|174
2017-09-11|20170911|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Monday|Mon|2|True|175
2017-09-12|20170912|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Tuesday|Tue|3|True|176
2017-09-13|20170913|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Wednesday|Wed|4|True|177
2017-09-14|20170914|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Thursday|Thu|5|True|178
2017-09-15|20170915|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Friday|Fri|6|True|179
2017-09-16|20170916|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Saturday|Sat|7|False|179
2017-09-17|20170917|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Sunday|Sun|1|False|179
2017-09-18|20170918|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Monday|Mon|2|True|180
2017-09-19|20170919|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Tuesday|Tue|3|True|181
2017-09-20|20170920|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Wednesday|Wed|4|True|182
2017-09-21|20170921|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Thursday|Thu|5|True|183
2017-09-22|20170922|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Friday|Fri|6|True|184
2017-09-23|20170923|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Saturday|Sat|7|False|184
2017-09-24|20170924|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Sunday|Sun|1|False|184
2017-09-25|20170925|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Monday|Mon|2|True|185
2017-09-26|20170926|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Tuesday|Tue|3|True|186
2017-09-27|20170927|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Wednesday|Wed|4|True|187
2017-09-28|20170928|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Thursday|Thu|5|True|188
2017-09-29|20170929|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Friday|Fri|6|True|189
2017-09-30|20170930|2017|Q3-2017|8071|Q3|September 2017|Sep 2017|24213|September|Sep|9|Saturday|Sat|7|False|189
2017-10-01|20171001|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Sunday|Sun|1|False|189
2017-10-02|20171002|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Monday|Mon|2|True|190
2017-10-03|20171003|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Tuesday|Tue|3|True|191
2017-10-04|20171004|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Wednesday|Wed|4|True|192
2017-10-05|20171005|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Thursday|Thu|5|True|193
2017-10-06|20171006|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Friday|Fri|6|True|194
2017-10-07|20171007|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Saturday|Sat|7|False|194
2017-10-08|20171008|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Sunday|Sun|1|False|194
2017-10-09|20171009|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Monday|Mon|2|False|194
2017-10-10|20171010|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Tuesday|Tue|3|True|195
2017-10-11|20171011|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Wednesday|Wed|4|True|196
2017-10-12|20171012|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Thursday|Thu|5|True|197
2017-10-13|20171013|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Friday|Fri|6|True|198
2017-10-14|20171014|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Saturday|Sat|7|False|198
2017-10-15|20171015|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Sunday|Sun|1|False|198
2017-10-16|20171016|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Monday|Mon|2|True|199
2017-10-17|20171017|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Tuesday|Tue|3|True|200
2017-10-18|20171018|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Wednesday|Wed|4|True|201
2017-10-19|20171019|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Thursday|Thu|5|True|202
2017-10-20|20171020|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Friday|Fri|6|True|203
2017-10-21|20171021|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Saturday|Sat|7|False|203
2017-10-22|20171022|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Sunday|Sun|1|False|203
2017-10-23|20171023|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Monday|Mon|2|True|204
2017-10-24|20171024|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Tuesday|Tue|3|True|205
2017-10-25|20171025|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Wednesday|Wed|4|True|206
2017-10-26|20171026|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Thursday|Thu|5|True|207
2017-10-27|20171027|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Friday|Fri|6|True|208
2017-10-28|20171028|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Saturday|Sat|7|False|208
2017-10-29|20171029|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Sunday|Sun|1|False|208
2017-10-30|20171030|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Monday|Mon|2|True|209
2017-10-31|20171031|2017|Q4-2017|8072|Q4|October 2017|Oct 2017|24214|October|Oct|10|Tuesday|Tue|3|True|210
2017-11-01|20171101|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Wednesday|Wed|4|True|211
2017-11-02|20171102|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Thursday|Thu|5|True|212
2017-11-03|20171103|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Friday|Fri|6|True|213
2017-11-04|20171104|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Saturday|Sat|7|False|213
2017-11-05|20171105|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Sunday|Sun|1|False|213
2017-11-06|20171106|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Monday|Mon|2|True|214
2017-11-07|20171107|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Tuesday|Tue|3|True|215
2017-11-08|20171108|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Wednesday|Wed|4|True|216
2017-11-09|20171109|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Thursday|Thu|5|True|217
2017-11-10|20171110|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Friday|Fri|6|False|217
2017-11-11|20171111|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Saturday|Sat|7|False|217
2017-11-12|20171112|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Sunday|Sun|1|False|217
2017-11-13|20171113|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Monday|Mon|2|True|218
2017-11-14|20171114|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Tuesday|Tue|3|True|219
2017-11-15|20171115|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Wednesday|Wed|4|True|220
2017-11-16|20171116|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Thursday|Thu|5|True|221
2017-11-17|20171117|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Friday|Fri|6|True|222
2017-11-18|20171118|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Saturday|Sat|7|False|222
2017-11-19|20171119|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Sunday|Sun|1|False|222
2017-11-20|20171120|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Monday|Mon|2|True|223
2017-11-21|20171121|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Tuesday|Tue|3|True|224
2017-11-22|20171122|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Wednesday|Wed|4|True|225
2017-11-23|20171123|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Thursday|Thu|5|False|225
2017-11-24|20171124|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Friday|Fri|6|True|226
2017-11-25|20171125|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Saturday|Sat|7|False|226
2017-11-26|20171126|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Sunday|Sun|1|False|226
2017-11-27|20171127|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Monday|Mon|2|True|227
2017-11-28|20171128|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Tuesday|Tue|3|True|228
2017-11-29|20171129|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Wednesday|Wed|4|True|229
2017-11-30|20171130|2017|Q4-2017|8072|Q4|November 2017|Nov 2017|24215|November|Nov|11|Thursday|Thu|5|True|230
2017-12-01|20171201|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Friday|Fri|6|True|231
2017-12-02|20171202|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Saturday|Sat|7|False|231
2017-12-03|20171203|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Sunday|Sun|1|False|231
2017-12-04|20171204|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Monday|Mon|2|True|232
2017-12-05|20171205|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Tuesday|Tue|3|True|233
2017-12-06|20171206|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Wednesday|Wed|4|True|234
2017-12-07|20171207|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Thursday|Thu|5|True|235
2017-12-08|20171208|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Friday|Fri|6|True|236
2017-12-09|20171209|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Saturday|Sat|7|False|236
2017-12-10|20171210|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Sunday|Sun|1|False|236
2017-12-11|20171211|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Monday|Mon|2|True|237
2017-12-12|20171212|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Tuesday|Tue|3|True|238
2017-12-13|20171213|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Wednesday|Wed|4|True|239
2017-12-14|20171214|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Thursday|Thu|5|True|240
2017-12-15|20171215|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Friday|Fri|6|True|241
2017-12-16|20171216|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Saturday|Sat|7|False|241
2017-12-17|20171217|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Sunday|Sun|1|False|241
2017-12-18|20171218|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Monday|Mon|2|True|242
2017-12-19|20171219|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Tuesday|Tue|3|True|243
2017-12-20|20171220|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Wednesday|Wed|4|True|244
2017-12-21|20171221|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Thursday|Thu|5|True|245
2017-12-22|20171222|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Friday|Fri|6|True|246
2017-12-23|20171223|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Saturday|Sat|7|False|246
2017-12-24|20171224|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Sunday|Sun|1|False|246
2017-12-25|20171225|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Monday|Mon|2|False|246
2017-12-26|20171226|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Tuesday|Tue|3|True|247
2017-12-27|20171227|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Wednesday|Wed|4|True|248
2017-12-28|20171228|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Thursday|Thu|5|True|249
2017-12-29|20171229|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Friday|Fri|6|True|250
2017-12-30|20171230|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Saturday|Sat|7|False|250
2017-12-31|20171231|2017|Q4-2017|8072|Q4|December 2017|Dec 2017|24216|December|Dec|12|Sunday|Sun|1|False|250
2018-01-01|20180101|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Monday|Mon|2|False|250
2018-01-02|20180102|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Tuesday|Tue|3|True|251
2018-01-03|20180103|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Wednesday|Wed|4|True|252
2018-01-04|20180104|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Thursday|Thu|5|True|253
2018-01-05|20180105|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Friday|Fri|6|True|254
2018-01-06|20180106|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Saturday|Sat|7|False|254
2018-01-07|20180107|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Sunday|Sun|1|False|254
2018-01-08|20180108|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Monday|Mon|2|True|255
2018-01-09|20180109|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Tuesday|Tue|3|True|256
2018-01-10|20180110|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Wednesday|Wed|4|True|257
2018-01-11|20180111|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Thursday|Thu|5|True|258
2018-01-12|20180112|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Friday|Fri|6|True|259
2018-01-13|20180113|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Saturday|Sat|7|False|259
2018-01-14|20180114|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Sunday|Sun|1|False|259
2018-01-15|20180115|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Monday|Mon|2|False|259
2018-01-16|20180116|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Tuesday|Tue|3|True|260
2018-01-17|20180117|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Wednesday|Wed|4|True|261
2018-01-18|20180118|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Thursday|Thu|5|True|262
2018-01-19|20180119|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Friday|Fri|6|True|263
2018-01-20|20180120|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Saturday|Sat|7|False|263
2018-01-21|20180121|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Sunday|Sun|1|False|263
2018-01-22|20180122|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Monday|Mon|2|True|264
2018-01-23|20180123|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Tuesday|Tue|3|True|265
2018-01-24|20180124|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Wednesday|Wed|4|True|266
2018-01-25|20180125|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Thursday|Thu|5|True|267
2018-01-26|20180126|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Friday|Fri|6|True|268
2018-01-27|20180127|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Saturday|Sat|7|False|268
2018-01-28|20180128|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Sunday|Sun|1|False|268
2018-01-29|20180129|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Monday|Mon|2|True|269
2018-01-30|20180130|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Tuesday|Tue|3|True|270
2018-01-31|20180131|2018|Q1-2018|8073|Q1|January 2018|Jan 2018|24217|January|Jan|1|Wednesday|Wed|4|True|271
2018-02-01|20180201|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Thursday|Thu|5|True|272
2018-02-02|20180202|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Friday|Fri|6|True|273
2018-02-03|20180203|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Saturday|Sat|7|False|273
2018-02-04|20180204|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Sunday|Sun|1|False|273
2018-02-05|20180205|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Monday|Mon|2|True|274
2018-02-06|20180206|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Tuesday|Tue|3|True|275
2018-02-07|20180207|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Wednesday|Wed|4|True|276
2018-02-08|20180208|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Thursday|Thu|5|True|277
2018-02-09|20180209|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Friday|Fri|6|True|278
2018-02-10|20180210|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Saturday|Sat|7|False|278
2018-02-11|20180211|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Sunday|Sun|1|False|278
2018-02-12|20180212|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Monday|Mon|2|True|279
2018-02-13|20180213|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Tuesday|Tue|3|True|280
2018-02-14|20180214|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Wednesday|Wed|4|True|281
2018-02-15|20180215|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Thursday|Thu|5|True|282
2018-02-16|20180216|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Friday|Fri|6|True|283
2018-02-17|20180217|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Saturday|Sat|7|False|283
2018-02-18|20180218|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Sunday|Sun|1|False|283
2018-02-19|20180219|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Monday|Mon|2|False|283
2018-02-20|20180220|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Tuesday|Tue|3|True|284
2018-02-21|20180221|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Wednesday|Wed|4|True|285
2018-02-22|20180222|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Thursday|Thu|5|True|286
2018-02-23|20180223|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Friday|Fri|6|True|287
2018-02-24|20180224|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Saturday|Sat|7|False|287
2018-02-25|20180225|2018|Q1-2018|8073|Q1|February 2018|Feb 2018|24218|February|Feb|2|Sunday|Sun|1|False|287
