OrderKey|CustomerKey|StoreKey|Order Date|Delivery Date|Currency Code
295900|257071|999999|2018-02-06|2018-02-07|CAD
295901|1920883|999999|2018-02-06|2018-02-09|USD
295902|345036|80|2018-02-06|2018-02-06|CAD
295903|640908|999999|2018-02-06|2018-02-08|EUR
295904|1453780|540|2018-02-06|2018-02-06|USD
295905|1992177|999999|2018-02-06|2018-02-07|USD
296000|2051562|999999|2018-02-07|2018-02-09|USD
296001|2058590|999999|2018-02-07|2018-02-11|USD
296002|1362309|999999|2018-02-07|2018-02-08|USD
296003|527602|230|2018-02-07|2018-02-07|EUR
296004|1857819|999999|2018-02-07|2018-02-10|USD
296005|1354705|999999|2018-02-07|2018-02-12|USD
296006|1473279|999999|2018-02-07|2018-02-12|USD
296007|432268|999999|2018-02-07|2018-02-09|EUR
296008|479321|230|2018-02-07|2018-02-07|EUR
296100|2085299|440|2018-02-08|2018-02-08|USD
296101|1593625|999999|2018-02-08|2018-02-09|USD
296102|68882|999999|2018-02-08|2018-02-13|AUD
296103|1510291|999999|2018-02-08|2018-02-10|USD
296104|1277321|590|2018-02-08|2018-02-08|USD
296105|88990|999999|2018-02-08|2018-02-13|AUD
296106|1450204|999999|2018-02-08|2018-02-13|USD
296107|1242463|999999|2018-02-08|2018-02-12|USD
296108|1962528|450|2018-02-08|2018-02-08|USD
296109|1612372|999999|2018-02-08|2018-02-11|USD
296200|111715|50|2018-02-09|2018-02-09|AUD
296201|1184956|999999|2018-02-09|2018-02-11|GBP
296202|277118|999999|2018-02-09|2018-02-10|CAD
296203|1529974|510|2018-02-09|2018-02-09|USD
296204|646804|999999|2018-02-09|2018-02-11|EUR
296205|1860538|999999|2018-02-09|2018-02-12|USD
296206|431265|190|2018-02-09|2018-02-09|EUR
296300|274869|80|2018-02-10|2018-02-10|CAD
296301|2082685|585|2018-02-10|2018-02-10|USD
296302|866121|330|2018-02-10|2018-02-10|EUR
296304|1652777|530|2018-02-10|2018-02-10|USD
296305|664358|130|2018-02-10|2018-02-10|EUR
296306|1081026|999999|2018-02-10|2018-02-14|GBP
296307|1691539|560|2018-02-10|2018-02-10|USD
296308|1844329|999999|2018-02-10|2018-02-12|USD
296309|1397992|999999|2018-02-10|2018-02-15|USD
296310|193458|60|2018-02-10|2018-02-10|AUD
296311|204480|999999|2018-02-10|2018-02-13|CAD
296500|1744581|999999|2018-02-12|2018-02-15|USD
296501|1313828|590|2018-02-12|2018-02-12|USD
296502|75357|40|2018-02-12|2018-02-12|AUD
296503|1560282|430|2018-02-12|2018-02-12|USD
296504|1517784|999999|2018-02-12|2018-02-15|USD
296505|1969117|540|2018-02-12|2018-02-12|USD
296600|1333624|999999|2018-02-13|2018-02-16|USD
296601|680926|120|2018-02-13|2018-02-13|EUR
296602|612903|150|2018-02-13|2018-02-13|EUR
296603|807705|320|2018-02-13|2018-02-13|EUR
296604|1946586|999999|2018-02-13|2018-02-14|USD
296605|654514|999999|2018-02-13|2018-02-14|EUR
296606|141493|999999|2018-02-13|2018-02-16|AUD
296607|834571|330|2018-02-13|2018-02-13|EUR
296608|1013257|400|2018-02-13|2018-02-13|GBP
296609|1620094|999999|2018-02-13|2018-02-18|USD
296700|2096087|999999|2018-02-14|2018-02-15|USD
296701|15230|999999|2018-02-14|2018-02-17|AUD
296702|833757|340|2018-02-14|2018-02-14|EUR
296703|1983491|999999|2018-02-14|2018-02-15|USD
296704|1400644|999999|2018-02-14|2018-02-19|USD
296705|1259699|480|2018-02-14|2018-02-14|USD
296706|378302|80|2018-02-14|2018-02-14|CAD
296707|2084187|480|2018-02-14|2018-02-14|USD
296708|2025955|999999|2018-02-14|2018-02-17|USD
296709|1314122|480|2018-02-14|2018-02-14|USD
296710|528906|255|2018-02-14|2018-02-14|EUR
296711|348091|999999|2018-02-14|2018-02-15|CAD
296712|945139|410|2018-02-14|2018-02-14|GBP
296713|1447817|999999|2018-02-14|2018-02-17|USD
296714|452676|200|2018-02-14|2018-02-14|EUR
296800|528629|240|2018-02-15|2018-02-15|EUR
296801|632265|999999|2018-02-15|2018-02-18|EUR
296802|1745314|999999|2018-02-15|2018-02-20|USD
296803|1329087|999999|2018-02-15|2018-02-21|USD
296804|1596475|570|2018-02-15|2018-02-15|USD
296805|1538998|480|2018-02-15|2018-02-15|USD
296806|1997172|550|2018-02-15|2018-02-15|USD
296807|1229202|480|2018-02-15|2018-02-15|USD
296808|1508737|465|2018-02-15|2018-02-15|USD
296809|1424934|560|2018-02-15|2018-02-15|USD
296810|659716|170|2018-02-15|2018-02-15|EUR
296811|855195|999999|2018-02-15|2018-02-17|EUR
296812|877211|999999|2018-02-15|2018-02-16|EUR
296813|1313396|999999|2018-02-15|2018-02-21|USD
296814|1005221|370|2018-02-15|2018-02-15|GBP
296815|440199|999999|2018-02-15|2018-02-19|EUR
296816|1771296|610|2018-02-15|2018-02-15|USD
296817|348857|999999|2018-02-15|2018-02-17|CAD
296900|1806408|540|2018-02-16|2018-02-16|USD
296901|7247|999999|2018-02-16|2018-02-22|AUD
296902|1904760|510|2018-02-16|2018-02-16|USD
296903|515455|999999|2018-02-16|2018-02-19|EUR
296904|1220071|999999|2018-02-16|2018-02-20|USD
296905|1695835|999999|2018-02-16|2018-02-21|USD
296906|833154|999999|2018-02-16|2018-02-18|EUR
296907|871773|999999|2018-02-16|2018-02-19|EUR
296908|1368198|570|2018-02-16|2018-02-16|USD
296909|1928671|999999|2018-02-16|2018-02-18|USD
296910|639665|999999|2018-02-16|2018-02-18|EUR
296911|622267|150|2018-02-16|2018-02-16|EUR
296912|402852|999999|2018-02-16|2018-02-21|EUR
297000|507388|999999|2018-02-17|2018-02-22|EUR
297001|801159|310|2018-02-17|2018-02-17|EUR
297002|1136745|999999|2018-02-17|2018-02-19|GBP
297003|488484|999999|2018-02-17|2018-02-22|EUR
297004|122895|10|2018-02-17|2018-02-17|AUD
297005|377802|999999|2018-02-17|2018-02-23|CAD
297006|150602|35|2018-02-17|2018-02-17|AUD
297007|817420|320|2018-02-17|2018-02-17|EUR
297008|1874891|999999|2018-02-17|2018-02-22|USD
297009|1788600|660|2018-02-17|2018-02-17|USD
297010|369744|999999|2018-02-17|2018-02-21|CAD
297011|1905677|999999|2018-02-17|2018-02-21|USD
297012|1968214|470|2018-02-17|2018-02-17|USD
297013|1887401|650|2018-02-17|2018-02-17|USD
297014|161038|10|2018-02-17|2018-02-17|AUD
297015|1373253|999999|2018-02-17|2018-02-20|USD
297016|2009273|999999|2018-02-17|2018-02-21|USD
297017|877577|330|2018-02-17|2018-02-17|EUR
297018|1673243|585|2018-02-17|2018-02-17|USD
297019|155336|60|2018-02-17|2018-02-17|AUD
297020|518552|255|2018-02-17|2018-02-17|EUR
297021|591764|999999|2018-02-17|2018-02-23|EUR
297022|1927050|999999|2018-02-17|2018-02-21|USD
297023|1198840|420|2018-02-17|2018-02-17|GBP
297100|185356|999999|2018-02-18|2018-02-22|AUD
297101|1565894|999999|2018-02-18|2018-02-20|USD
297200|535113|999999|2018-02-19|2018-02-23|EUR
297201|1875572|660|2018-02-19|2018-02-19|USD
297202|513501|190|2018-02-19|2018-02-19|EUR
297203|1487935|999999|2018-02-19|2018-02-23|USD
297204|1483842|999999|2018-02-19|2018-02-22|USD
297205|1699027|999999|2018-02-19|2018-02-20|USD
297206|546960|999999|2018-02-19|2018-02-23|EUR
297207|2020317|440|2018-02-19|2018-02-19|USD
297208|758705|999999|2018-02-19|2018-02-22|EUR
297209|1867531|999999|2018-02-19|2018-02-24|USD
297210|1740575|610|2018-02-19|2018-02-19|USD
297300|815749|330|2018-02-20|2018-02-20|EUR
297301|439768|999999|2018-02-20|2018-02-25|EUR
297302|159533|60|2018-02-20|2018-02-20|AUD
297303|1463715|630|2018-02-20|2018-02-20|USD
297304|728729|999999|2018-02-20|2018-02-21|EUR
297305|2093551|590|2018-02-20|2018-02-20|USD
297306|170458|50|2018-02-20|2018-02-20|AUD
297307|987579|370|2018-02-20|2018-02-20|GBP
297308|2011317|999999|2018-02-20|2018-02-23|USD
297309|389863|999999|2018-02-20|2018-02-22|CAD
297310|1622897|585|2018-02-20|2018-02-20|USD
297311|4854|999999|2018-02-20|2018-02-22|AUD
297312|595199|999999|2018-02-20|2018-02-23|EUR
297313|921510|999999|2018-02-20|2018-02-22|GBP
297314|506394|255|2018-02-20|2018-02-20|EUR
297400|1724776|999999|2018-02-21|2018-02-25|USD
297401|1540003|999999|2018-02-21|2018-02-23|USD
297402|1643561|590|2018-02-21|2018-02-21|USD
297403|1887857|999999|2018-02-21|2018-02-25|USD
297404|20104|60|2018-02-21|2018-02-21|AUD
297406|1323148|999999|2018-02-21|2018-02-26|USD
297407|1782932|999999|2018-02-21|2018-02-24|USD
297408|1286931|430|2018-02-21|2018-02-21|USD
297409|2067679|999999|2018-02-21|2018-02-22|USD
297410|1326697|480|2018-02-21|2018-02-21|USD
297411|883038|999999|2018-02-21|2018-02-24|EUR
297412|142288|50|2018-02-21|2018-02-21|AUD
297413|1230363|999999|2018-02-21|2018-02-26|USD
297414|1264442|610|2018-02-21|2018-02-21|USD
297415|83965|10|2018-02-21|2018-02-21|AUD
297416|1490323|610|2018-02-21|2018-02-21|USD
297417|816587|320|2018-02-21|2018-02-21|EUR
297418|1629064|999999|2018-02-21|2018-02-23|USD
297500|1510814|999999|2018-02-22|2018-02-24|USD
297501|1756316|999999|2018-02-22|2018-02-23|USD
297502|452441|220|2018-02-22|2018-02-22|EUR
297503|1282736|999999|2018-02-22|2018-02-25|USD
297504|1220973|450|2018-02-22|2018-02-22|USD
297505|323609|999999|2018-02-22|2018-02-24|CAD
297506|2064974|999999|2018-02-22|2018-02-25|USD
297507|1267079|999999|2018-02-22|2018-02-27|USD
297508|1637400|999999|2018-02-22|2018-02-25|USD
297509|855347|999999|2018-02-22|2018-02-25|EUR
297510|263902|100|2018-02-22|2018-02-22|CAD
297511|833558|999999|2018-02-22|2018-02-25|EUR
297512|1397111|999999|2018-02-22|2018-02-24|USD
297513|1073642|380|2018-02-22|2018-02-22|GBP
297514|1269780|999999|2018-02-22|2018-02-23|USD
297515|1803461|999999|2018-02-22|2018-02-25|USD
297516|1159540|360|2018-02-22|2018-02-22|GBP
297517|1667304|999999|2018-02-22|2018-02-23|USD
297518|1616180|999999|2018-02-22|2018-02-26|USD
297519|1281909|999999|2018-02-22|2018-02-25|USD
297600|130490|999999|2018-02-23|2018-02-26|AUD
297601|1442527|440|2018-02-23|2018-02-23|USD
297602|329908|999999|2018-02-23|2018-02-27|CAD
297603|36748|999999|2018-02-23|2018-02-25|AUD
297604|584273|999999|2018-02-23|2018-02-25|EUR
297605|512338|240|2018-02-23|2018-02-23|EUR
297606|1571999|540|2018-02-23|2018-02-23|USD
297607|1929334|999999|2018-02-23|2018-02-26|USD
297608|1331201|999999|2018-02-23|2018-02-26|USD
297609|1858936|999999|2018-02-23|2018-02-28|USD
297610|445198|999999|2018-02-23|2018-02-27|EUR
297611|1571876|999999|2018-02-23|2018-02-24|USD
297612|923551|390|2018-02-23|2018-02-23|GBP
297613|919122|360|2018-02-23|2018-02-23|GBP
297700|738263|290|2018-02-24|2018-02-24|EUR
297701|2052849|480|2018-02-24|2018-02-24|USD
297702|1918384|999999|2018-02-24|2018-02-25|USD
297703|2050142|999999|2018-02-24|2018-02-26|USD
297704|528333|999999|2018-02-24|2018-02-26|EUR
297705|807012|340|2018-02-24|2018-02-24|EUR
297706|809906|320|2018-02-24|2018-02-24|EUR
297707|2002632|500|2018-02-24|2018-02-24|USD
297708|1925332|480|2018-02-24|2018-02-24|USD
297709|662960|999999|2018-02-24|2018-03-01|EUR
297710|1842874|550|2018-02-24|2018-02-24|USD
297711|83653|999999|2018-02-24|2018-02-25|AUD
297712|1392830|999999|2018-02-24|2018-02-28|USD
297713|1788084|585|2018-02-24|2018-02-24|USD
297714|1226212|650|2018-02-24|2018-02-24|USD
297715|1336738|999999|2018-02-24|2018-02-26|USD
297716|1769674|999999|2018-02-24|2018-02-27|USD
297717|890094|320|2018-02-24|2018-02-24|EUR
297718|1535042|605|2018-02-24|2018-02-24|USD
297719|458140|255|2018-02-24|2018-02-24|EUR
297720|1020314|370|2018-02-24|2018-02-24|GBP
297721|149733|999999|2018-02-24|2018-02-27|AUD
297722|1004818|370|2018-02-24|2018-02-24|GBP
297723|959617|999999|2018-02-24|2018-02-28|GBP
297724|850737|999999|2018-02-24|2018-02-28|EUR
297800|1599718|670|2018-02-25|2018-02-25|USD
297900|513256|999999|2018-02-26|2018-02-28|EUR
297901|24148|999999|2018-02-26|2018-03-02|AUD
297902|1864077|570|2018-02-26|2018-02-26|USD
297903|2023185|999999|2018-02-26|2018-03-02|USD
297904|1197469|999999|2018-02-26|2018-03-01|GBP
297905|672470|180|2018-02-26|2018-02-26|EUR
297906|892181|340|2018-02-26|2018-02-26|EUR
297907|142867|999999|2018-02-26|2018-02-28|AUD
297908|1542042|999999|2018-02-26|2018-03-02|USD
298000|1055448|999999|2018-02-27|2018-03-01|GBP
298001|630934|120|2018-02-27|2018-02-27|EUR
298002|633725|150|2018-02-27|2018-02-27|EUR
298003|814576|999999|2018-02-27|2018-03-03|EUR
298004|336865|999999|2018-02-27|2018-03-01|CAD
298005|1376543|590|2018-02-27|2018-02-27|USD
298006|556805|999999|2018-02-27|2018-03-01|EUR
298007|1234000|470|2018-02-27|2018-02-27|USD
298008|2059607|999999|2018-02-27|2018-03-01|USD
298009|465849|999999|2018-02-27|2018-03-03|EUR
298100|1798301|605|2018-02-28|2018-02-28|USD
298101|187653|50|2018-02-28|2018-02-28|AUD
298102|478611|220|2018-02-28|2018-02-28|EUR
298103|244217|999999|2018-02-28|2018-03-03|CAD
298104|1808712|650|2018-02-28|2018-02-28|USD
298105|2089693|660|2018-02-28|2018-02-28|USD
298106|1542427|999999|2018-02-28|2018-03-04|USD
298107|1818373|999999|2018-02-28|2018-03-02|USD
298108|1027432|420|2018-02-28|2018-02-28|GBP
298109|1275926|465|2018-02-28|2018-02-28|USD
298110|2029520|440|2018-02-28|2018-02-28|USD
298111|1933025|500|2018-02-28|2018-02-28|USD
298200|592147|999999|2018-03-01|2018-03-05|EUR
298201|1595418|999999|2018-03-01|2018-03-02|USD
298202|2096919|999999|2018-03-01|2018-03-02|USD
298203|1280187|999999|2018-03-01|2018-03-06|USD
298204|618270|999999|2018-03-01|2018-03-06|EUR
298205|1074728|999999|2018-03-01|2018-03-05|GBP
298206|971168|999999|2018-03-01|2018-03-03|GBP
298207|1927474|999999|2018-03-01|2018-03-08|USD
298208|1673097|999999|2018-03-01|2018-03-05|USD
298209|1818730|480|2018-03-01|2018-03-01|USD
298210|1681294|999999|2018-03-01|2018-03-05|USD
298211|1085437|999999|2018-03-01|2018-03-07|GBP
298300|540104|190|2018-03-02|2018-03-02|EUR
298301|288880|999999|2018-03-02|2018-03-04|CAD
298302|296459|90|2018-03-02|2018-03-02|CAD
298303|162421|50|2018-03-02|2018-03-02|AUD
298304|1495587|480|2018-03-02|2018-03-02|USD
298305|347206|999999|2018-03-02|2018-03-03|CAD
298306|2024493|440|2018-03-02|2018-03-02|USD
298400|1995040|550|2018-03-03|2018-03-03|USD
298401|559018|999999|2018-03-03|2018-03-08|EUR
298402|279028|90|2018-03-03|2018-03-03|CAD
298403|1387885|630|2018-03-03|2018-03-03|USD
298404|557463|270|2018-03-03|2018-03-03|EUR
298405|236295|100|2018-03-03|2018-03-03|CAD
298406|892181|999999|2018-03-03|2018-03-06|EUR
298407|1146066|999999|2018-03-03|2018-03-05|GBP
298408|1459016|999999|2018-03-03|2018-03-08|USD
298409|1798256|440|2018-03-03|2018-03-03|USD
298410|669165|999999|2018-03-03|2018-03-05|EUR
298411|2072327|999999|2018-03-03|2018-03-07|USD
298412|1795932|550|2018-03-03|2018-03-03|USD
298600|558114|270|2018-03-05|2018-03-05|EUR
298601|633600|999999|2018-03-05|2018-03-14|EUR
298602|1367219|500|2018-03-05|2018-03-05|USD
298603|1801152|999999|2018-03-05|2018-03-08|USD
298604|1881071|999999|2018-03-05|2018-03-09|USD
298700|1961112|530|2018-03-06|2018-03-06|USD
298701|1522988|510|2018-03-06|2018-03-06|USD
298702|958049|400|2018-03-06|2018-03-06|GBP
298703|12139|999999|2018-03-06|2018-03-09|AUD
298704|341347|999999|2018-03-06|2018-03-07|CAD
298705|776961|999999|2018-03-06|2018-03-10|EUR
298706|2025955|999999|2018-03-06|2018-03-08|USD
298800|1190721|999999|2018-03-07|2018-03-09|GBP
298801|990113|999999|2018-03-07|2018-03-09|GBP
298802|1467036|999999|2018-03-07|2018-03-08|USD
298803|334314|90|2018-03-07|2018-03-07|CAD
298804|1886958|999999|2018-03-07|2018-03-10|USD
298805|1780221|570|2018-03-07|2018-03-07|USD
298806|753702|999999|2018-03-07|2018-03-10|EUR
298807|1082194|999999|2018-03-07|2018-03-11|GBP
298808|341608|999999|2018-03-07|2018-03-09|CAD
298900|1759405|999999|2018-03-08|2018-03-11|USD
298901|1284180|999999|2018-03-08|2018-03-11|USD
298902|1824698|999999|2018-03-08|2018-03-12|USD
298903|1954639|570|2018-03-08|2018-03-08|USD
298904|1542898|999999|2018-03-08|2018-03-11|USD
298905|1398804|480|2018-03-08|2018-03-08|USD
298906|179888|50|2018-03-08|2018-03-08|AUD
298907|860729|999999|2018-03-08|2018-03-11|EUR
298908|1717090|999999|2018-03-08|2018-03-09|USD
298909|270079|90|2018-03-08|2018-03-08|CAD
299000|555447|999999|2018-03-09|2018-03-14|EUR
299001|1299974|660|2018-03-09|2018-03-09|USD
299002|2084318|999999|2018-03-09|2018-03-11|USD
299003|544235|240|2018-03-09|2018-03-09|EUR
299004|1911567|570|2018-03-09|2018-03-09|USD
299005|1399644|540|2018-03-09|2018-03-09|USD
299006|727585|300|2018-03-09|2018-03-09|EUR
299100|1715980|999999|2018-03-10|2018-03-12|USD
299101|1938320|999999|2018-03-10|2018-03-13|USD
299102|562400|220|2018-03-10|2018-03-10|EUR
299103|1448290|999999|2018-03-10|2018-03-13|USD
299105|1917764|999999|2018-03-10|2018-03-16|USD
299106|1815919|999999|2018-03-10|2018-03-14|USD
299107|586527|190|2018-03-10|2018-03-10|EUR
299108|411768|270|2018-03-10|2018-03-10|EUR
299109|834736|330|2018-03-10|2018-03-10|EUR
299110|1828761|999999|2018-03-10|2018-03-15|USD
299111|1472297|500|2018-03-10|2018-03-10|USD
299112|283881|80|2018-03-10|2018-03-10|CAD
299300|1219230|999999|2018-03-12|2018-03-16|USD
299301|1322829|999999|2018-03-12|2018-03-17|USD
299302|566762|270|2018-03-12|2018-03-12|EUR
299303|993860|390|2018-03-12|2018-03-12|GBP
299304|563601|999999|2018-03-12|2018-03-14|EUR
299400|253779|100|2018-03-13|2018-03-13|CAD
299401|176395|999999|2018-03-13|2018-03-16|AUD
299402|452863|999999|2018-03-13|2018-03-14|EUR
299403|1315351|510|2018-03-13|2018-03-13|USD
299404|1572640|999999|2018-03-13|2018-03-16|USD
299405|1265549|999999|2018-03-13|2018-03-14|USD
299500|2067826|999999|2018-03-14|2018-03-17|USD
299501|896273|999999|2018-03-14|2018-03-16|EUR
299502|1580162|660|2018-03-14|2018-03-14|USD
299503|1327863|540|2018-03-14|2018-03-14|USD
299504|510422|200|2018-03-14|2018-03-14|EUR
299505|290592|100|2018-03-14|2018-03-14|CAD
299506|1209699|670|2018-03-14|2018-03-14|USD
299600|732008|290|2018-03-15|2018-03-15|EUR
299601|365057|90|2018-03-15|2018-03-15|CAD
299602|1373396|999999|2018-03-15|2018-03-20|USD
299603|502351|240|2018-03-15|2018-03-15|EUR
299604|1874264|585|2018-03-15|2018-03-15|USD
299605|1442961|480|2018-03-15|2018-03-15|USD
299700|1420559|999999|2018-03-16|2018-03-18|USD
299701|1359943|999999|2018-03-16|2018-03-20|USD
299702|652380|999999|2018-03-16|2018-03-21|EUR
299800|930700|999999|2018-03-17|2018-03-20|GBP
299801|2079104|999999|2018-03-17|2018-03-23|USD
299802|1333694|999999|2018-03-17|2018-03-21|USD
299803|1920950|605|2018-03-17|2018-03-17|USD
303700|489813|270|2018-04-25|2018-04-25|EUR
303800|529316|999999|2018-04-26|2018-04-29|EUR
303801|1695610|465|2018-04-26|2018-04-26|USD
303802|1760288|999999|2018-04-26|2018-04-30|USD
303900|1325922|660|2018-04-27|2018-04-27|USD
303901|1389469|999999|2018-04-27|2018-04-30|USD
303902|1621243|999999|2018-04-27|2018-04-30|USD
304000|234213|999999|2018-04-28|2018-05-02|CAD
304001|2056301|650|2018-04-28|2018-04-28|USD
304002|309012|90|2018-04-28|2018-04-28|CAD
304003|1637592|450|2018-04-28|2018-04-28|USD
304004|1739858|585|2018-04-28|2018-04-28|USD
304005|1274773|999999|2018-04-28|2018-05-01|USD
304006|2058571|999999|2018-04-28|2018-05-03|USD
304007|1901662|999999|2018-04-28|2018-05-02|USD
304200|234475|80|2018-04-30|2018-04-30|CAD
304201|604710|999999|2018-04-30|2018-05-02|EUR
304202|1314487|590|2018-04-30|2018-04-30|USD
304203|2045132|440|2018-04-30|2018-04-30|USD
304300|1573250|430|2018-05-01|2018-05-01|USD
304301|560720|999999|2018-05-01|2018-05-03|EUR
304302|39679|999999|2018-05-01|2018-05-04|AUD
304303|388230|999999|2018-05-01|2018-05-02|CAD
304304|231395|100|2018-05-01|2018-05-01|CAD
304305|484006|999999|2018-05-01|2018-05-05|EUR
304306|853868|310|2018-05-01|2018-05-01|EUR
304400|653971|999999|2018-05-02|2018-05-05|EUR
304401|1950457|999999|2018-05-02|2018-05-07|USD
304402|482879|255|2018-05-02|2018-05-02|EUR
304403|608829|150|2018-05-02|2018-05-02|EUR
304404|529779|999999|2018-05-02|2018-05-04|EUR
304405|1922043|440|2018-05-02|2018-05-02|USD
304406|927986|380|2018-05-02|2018-05-02|GBP
304407|415022|190|2018-05-02|2018-05-02|EUR
304408|1395207|999999|2018-05-02|2018-05-06|USD
304409|1342064|630|2018-05-02|2018-05-02|USD
304500|1878826|999999|2018-05-03|2018-05-08|USD
304501|373872|999999|2018-05-03|2018-05-07|CAD
304502|1540657|510|2018-05-03|2018-05-03|USD
304503|1374122|999999|2018-05-03|2018-05-04|USD
304504|325116|999999|2018-05-03|2018-05-06|CAD
304505|868463|310|2018-05-03|2018-05-03|EUR
304506|227422|999999|2018-05-03|2018-05-05|CAD
304507|1700023|999999|2018-05-03|2018-05-04|USD
304508|289230|999999|2018-05-03|2018-05-06|CAD
304509|1662801|999999|2018-05-03|2018-05-06|USD
304600|1265632|590|2018-05-04|2018-05-04|USD
304601|1003586|400|2018-05-04|2018-05-04|GBP
304602|477978|999999|2018-05-04|2018-05-08|EUR
304603|1625870|999999|2018-05-04|2018-05-08|USD
304604|1900682|630|2018-05-04|2018-05-04|USD
304605|1773702|999999|2018-05-04|2018-05-06|USD
304606|414031|999999|2018-05-04|2018-05-08|EUR
304700|803447|999999|2018-05-05|2018-05-08|EUR
304701|1070255|999999|2018-05-05|2018-05-09|GBP
304702|1935821|510|2018-05-05|2018-05-05|USD
304703|1845033|465|2018-05-05|2018-05-05|USD
304704|1398115|999999|2018-05-05|2018-05-09|USD
304705|1881392|999999|2018-05-05|2018-05-07|USD
304706|773456|999999|2018-05-05|2018-05-08|EUR
304707|609893|150|2018-05-05|2018-05-05|EUR
304708|436917|999999|2018-05-05|2018-05-07|EUR
304709|1455753|999999|2018-05-05|2018-05-07|USD
304710|1984506|465|2018-05-05|2018-05-05|USD
304711|1280814|999999|2018-05-05|2018-05-11|USD
304712|696561|999999|2018-05-05|2018-05-09|EUR
304900|66352|60|2018-05-07|2018-05-07|AUD
304901|2019914|999999|2018-05-07|2018-05-08|USD
304902|485942|999999|2018-05-07|2018-05-12|EUR
304903|289964|999999|2018-05-07|2018-05-08|CAD
304904|836801|330|2018-05-07|2018-05-07|EUR
305000|496203|240|2018-05-08|2018-05-08|EUR
305001|1366816|999999|2018-05-08|2018-05-12|USD
305002|562428|190|2018-05-08|2018-05-08|EUR
305003|2008930|999999|2018-05-08|2018-05-12|USD
305004|1589038|470|2018-05-08|2018-05-08|USD
305005|242230|999999|2018-05-08|2018-05-10|CAD
305006|511840|999999|2018-05-08|2018-05-11|EUR
305100|1407399|530|2018-05-09|2018-05-09|USD
305101|1783566|999999|2018-05-09|2018-05-10|USD
305102|352166|100|2018-05-09|2018-05-09|CAD
305103|548191|220|2018-05-09|2018-05-09|EUR
305104|536306|240|2018-05-09|2018-05-09|EUR
305105|1440721|480|2018-05-09|2018-05-09|USD
305106|483438|240|2018-05-09|2018-05-09|EUR
305107|1692661|450|2018-05-09|2018-05-09|USD
305108|408295|999999|2018-05-09|2018-05-11|EUR
305109|210310|999999|2018-05-09|2018-05-15|CAD
305200|1198986|410|2018-05-10|2018-05-10|GBP
305201|590943|999999|2018-05-10|2018-05-12|EUR
305202|890094|320|2018-05-10|2018-05-10|EUR
305203|863171|310|2018-05-10|2018-05-10|EUR
305204|586454|999999|2018-05-10|2018-05-14|EUR
305205|1396249|630|2018-05-10|2018-05-10|USD
305206|925958|370|2018-05-10|2018-05-10|GBP
305207|2023831|999999|2018-05-10|2018-05-17|USD
305208|470476|999999|2018-05-10|2018-05-13|EUR
305209|426098|200|2018-05-10|2018-05-10|EUR
305300|183848|999999|2018-05-11|2018-05-12|AUD
305301|776472|290|2018-05-11|2018-05-11|EUR
305302|848544|999999|2018-05-11|2018-05-13|EUR
305303|920766|400|2018-05-11|2018-05-11|GBP
305304|223211|999999|2018-05-11|2018-05-14|CAD
305305|351969|90|2018-05-11|2018-05-11|CAD
305306|936032|390|2018-05-11|2018-05-11|GBP
305400|323627|90|2018-05-12|2018-05-12|CAD
305401|1215673|590|2018-05-12|2018-05-12|USD
305402|1739059|999999|2018-05-12|2018-05-14|USD
305403|1088600|999999|2018-05-12|2018-05-13|GBP
305404|495527|999999|2018-05-12|2018-05-15|EUR
305405|1375232|590|2018-05-12|2018-05-12|USD
305406|1579839|999999|2018-05-12|2018-05-15|USD
305407|1763562|590|2018-05-12|2018-05-12|USD
305408|1354052|999999|2018-05-12|2018-05-14|USD
305409|1760803|550|2018-05-12|2018-05-12|USD
305410|1807334|450|2018-05-12|2018-05-12|USD
305411|975180|370|2018-05-12|2018-05-12|GBP
305412|1141764|999999|2018-05-12|2018-05-15|GBP
305600|674005|160|2018-05-14|2018-05-14|EUR
305601|1608389|999999|2018-05-14|2018-05-18|USD
305602|77140|999999|2018-05-14|2018-05-19|AUD
305603|1543863|999999|2018-05-14|2018-05-17|USD
305604|1753401|999999|2018-05-14|2018-05-19|USD
305700|1280509|540|2018-05-15|2018-05-15|USD
305701|1396598|999999|2018-05-15|2018-05-16|USD
305702|667014|170|2018-05-15|2018-05-15|EUR
305703|649086|150|2018-05-15|2018-05-15|EUR
305704|1350328|999999|2018-05-15|2018-05-17|USD
305705|1605653|999999|2018-05-15|2018-05-23|USD
305706|1548439|999999|2018-05-15|2018-05-19|USD
305800|869206|999999|2018-05-16|2018-05-19|EUR
305801|1866637|560|2018-05-16|2018-05-16|USD
305802|1613543|999999|2018-05-16|2018-05-18|USD
305803|1293077|999999|2018-05-16|2018-05-17|USD
305804|1808992|999999|2018-05-16|2018-05-19|USD
305805|1545191|605|2018-05-16|2018-05-16|USD
305806|1427591|999999|2018-05-16|2018-05-18|USD
305807|595678|220|2018-05-16|2018-05-16|EUR
305808|163412|999999|2018-05-16|2018-05-21|AUD
305809|412829|240|2018-05-16|2018-05-16|EUR
305900|2059578|999999|2018-05-17|2018-05-19|USD
305901|316234|100|2018-05-17|2018-05-17|CAD
305902|1304725|610|2018-05-17|2018-05-17|USD
305903|898469|999999|2018-05-17|2018-05-19|EUR
305904|1723449|450|2018-05-17|2018-05-17|USD
305905|537758|999999|2018-05-17|2018-05-22|EUR
