OrderKey|Line Number|ProductKey|Quantity|Unit Price|Net Price|Unit Cost
352902|0|1655|2|289.99|289.99|96.08
352903|0|1799|1|26|26|13.26
353000|0|1472|4|239|212.71|109.91
353000|1|748|3|13.5|12.15|6.88
353000|2|9|2|59.99|59.3901|30.58
353001|0|424|2|269.95|269.95|137.63
353002|0|423|5|599|599|275.46
353002|1|1323|3|35.99|31.6712|16.55
353002|2|2397|1|635.99|616.9103|210.72
353003|0|1627|8|17.99|16.191|8.27
353003|1|1571|5|56.99|53.0007|26.21
353004|0|483|1|99|99|50.47
353004|1|2059|3|99.99|99.99|50.98
353005|0|686|4|149|149|68.52
353005|1|1697|2|5.39|4.6893|2.75
353005|2|590|2|999|999|459.4
353006|0|1653|1|109.99|100.0909|56.08
353007|0|864|7|50.99|50.99|23.45
353007|1|1519|5|310|310|142.56
353007|2|1495|1|230|230|105.77
353007|3|1586|3|12.66|10.8876|5.82
353008|0|2517|1|3.35|3.015|1.71
353008|1|1590|8|22.89|22.6611|7.58
353200|0|1640|2|22.89|22.89|7.58
353200|1|1592|4|17.99|15.6513|8.27
353201|0|1533|9|299|269.1|137.5
353201|1|1504|8|208|208|95.65
353201|2|1499|7|310|310|142.56
353202|0|139|1|499.99|454.9909|229.93
353202|1|1960|2|299.99|260.9913|152.94
353202|2|1674|3|6.99|6.0813|3.56
353202|3|1531|1|389|389|128.88
353202|4|134|1|349.95|349.95|160.93
353202|5|1919|1|279.99|279.99|142.75
353202|6|1442|5|529|465.52|175.27
353300|0|1687|10|6.88|6.88|3.16
353300|1|1755|2|64.9|64.9|33.09
353301|0|1487|1|267|267|122.78
353301|1|1641|3|12.66|11.394|5.82
353301|2|2100|4|1475|1460.25|488.7
353301|3|2514|4|129.99|129.99|43.07
353301|4|1518|5|300|300|137.96
353301|5|1548|1|266|266|122.32
353302|0|420|2|499.9|469.906|254.86
353302|1|1343|6|31|27.28|10.27
353303|0|1899|2|493|433.84|226.71
353303|1|893|3|59.99|59.99|30.58
353400|0|1532|3|280|280|128.76
353401|0|433|3|969|920.55|321.05
353402|0|1381|6|22.99|22.0704|10.57
353402|1|1818|1|32|32|16.31
353403|0|1420|5|199|181.09|91.51
353403|1|1730|8|77.68|69.912|35.72
353403|2|2362|1|635.99|635.99|210.72
353404|0|1649|5|259.99|241.7907|86.14
353404|1|1432|1|300|300|137.96
353404|2|1416|2|308|289.52|141.64
353404|3|797|1|33.9|33.9|11.23
353405|0|1603|3|109.99|109.99|56.08
353500|0|625|1|999|999|459.4
353501|0|1650|7|289.99|255.1912|96.08
353501|1|418|3|269.95|240.2555|137.63
353501|2|1538|4|280|266|128.76
353502|0|1589|3|9.99|8.991|5.09
353502|1|2429|2|32.89|28.2854|16.77
353502|2|1432|4|300|261|137.96
353502|3|1424|2|200|190|91.97
353502|4|1726|2|56|49.28|28.55
353503|0|1466|2|290|263.9|133.36
353503|1|1508|3|300|267|137.96
353503|2|1693|9|6.88|6.88|3.16
353503|3|94|8|67.4|67.4|34.36
353504|0|256|7|409|355.83|208.52
351200|0|550|4|109|109|55.57
351200|1|1393|3|46.99|40.4114|15.57
351200|2|2514|7|129.99|129.99|43.07
351200|3|460|1|299.9|263.912|152.9
351201|0|82|2|40.55|36.495|18.65
351201|1|1637|1|17.99|17.6302|8.27
351201|2|346|8|659|659|303.05
351201|3|1473|1|269|263.62|123.7
351201|4|2509|1|4.06|4.06|2.07
351201|5|1270|5|6.95|6.1855|3.54
351202|0|1011|5|196.9|169.334|90.55
351202|1|1782|3|43|39.56|21.92
351203|0|82|7|40.55|36.495|18.65
351203|2|317|3|319|306.24|162.64
351203|3|1644|1|57.88|52.092|26.62
351300|0|1425|7|529|476.1|175.27
351300|1|887|2|50|50|25.49
351301|0|1574|1|59.99|59.99|27.59
351301|1|1529|1|255|224.4|117.27
351301|2|1580|1|219|197.1|72.56
351301|3|1623|2|219|219|72.56
351301|4|2015|3|179.99|160.1911|82.77
351301|5|1455|7|290|266.8|133.36
351301|6|1426|2|589|524.21|195.15
351302|0|1667|1|5.5|5.5|2.8
351302|1|1577|1|219|192.72|72.56
351303|0|242|1|889|889|294.54
351303|1|569|3|459|426.87|152.08
351304|0|1597|3|57.88|54.4072|26.62
351304|1|1614|3|259.99|239.1908|86.14
351305|0|864|7|50.99|43.8514|23.45
351400|0|1465|1|199|189.05|91.51
351400|1|1409|3|589|524.21|195.15
351401|0|359|1|368|331.2|187.62
351402|0|1619|2|59.99|59.99|27.59
351402|1|2094|8|257.5|226.6|131.28
351402|2|1766|1|54|48.06|24.83
351403|0|478|1|679|679|224.97
351403|1|1684|1|16.89|16.89|5.6
351403|2|708|5|78|70.98|39.77
351403|3|510|2|179|162.89|82.32
351404|0|1542|3|330|293.7|151.76
351404|1|419|5|369|328.41|188.13
351405|0|717|2|118|102.66|54.26
351405|1|473|1|59|59|30.08
351405|2|1616|1|56.99|51.291|26.21
351406|0|1800|3|32|28.16|16.31
351406|1|1622|1|219|219|72.56
351500|0|1691|8|5.39|4.9049|2.75
351500|1|1324|9|38.99|35.091|17.93
351501|0|636|2|999|889.11|459.4
351502|0|1488|2|300|285|137.96
351502|1|1410|6|230|216.2|105.77
351502|2|371|4|599|557.07|275.46
351502|3|427|7|469|436.17|215.68
351503|0|561|3|139|123.71|70.87
351503|1|668|1|147|147|67.6
351600|0|2100|3|1475|1475|488.7
351600|1|191|2|66|63.36|33.65
351601|0|1588|4|13.89|12.0843|6.39
351601|1|442|1|269.9|237.512|137.6
351601|2|1613|1|109.99|109.99|56.08
351602|0|1663|4|6.89|6.1321|3.17
351602|1|890|1|50|45|25.49
351602|2|2066|8|94.99|93.0902|48.43
351603|0|1900|1|299.99|257.9914|152.94
351603|1|1673|1|5.5|5.06|2.8
351603|2|1654|1|259.99|239.1908|86.14
351603|3|347|7|586|586|269.48
351603|4|2493|3|24.99|22.491|12.74
351603|5|1030|1|148|148|68.06
351603|6|90|4|149.99|149.99|49.69
351604|0|332|6|219|188.34|111.65
351604|1|1994|1|94.99|94.99|48.43
351605|0|438|3|919|817.91|304.48
351606|0|135|1|349.95|349.95|160.93
351606|1|1546|1|302|259.72|100.06
351607|0|1609|3|259.99|231.3911|86.14
351608|0|2111|2|877.5|780.975|403.53
351608|1|1797|10|43|37.84|21.92
351608|2|1624|1|219|219|72.56
351800|0|84|3|99.99|99.99|45.98
351800|1|1759|1|104.89|104.89|34.75
351800|2|1642|1|57.88|57.88|26.62
351801|0|1331|6|26.99|23.4813|12.41
351802|0|1596|2|12.66|12.66|5.82
351802|1|1257|2|39.99|35.991|20.39
351900|0|148|1|2899.99|2580.9911|960.82
351900|1|1620|1|60.99|60.99|28.05
351900|2|1672|2|16.89|16.89|5.6
351900|3|1262|2|36.99|36.99|18.86
351900|4|1717|3|70.13|62.4157|32.25
351901|0|198|1|599|557.07|275.46
351901|1|1409|4|589|589|195.15
351902|0|1487|4|267|245.64|122.78
351902|1|1830|2|1599|1599|815.22
351902|2|1597|2|57.88|53.8284|26.62
351903|0|1001|1|200|174|66.26
351903|1|402|6|1299|1299|430.38
351903|2|1626|7|219|219|72.56
352000|0|437|2|499.9|499.9|254.86
352001|0|1628|4|13.89|12.0843|6.39
352002|0|1563|1|268|235.84|123.24
352002|1|133|7|349.95|314.955|160.93
352002|2|585|3|139|122.32|70.87
352003|0|1444|3|230|230|105.77
352004|0|1608|7|109.99|109.99|56.08
352004|1|791|4|29.9|25.714|13.75
352004|2|1640|1|22.89|22.89|7.58
352005|0|1590|6|22.89|20.601|7.58
352005|1|72|2|47.95|43.6345|22.05
352005|2|158|2|1099.99|978.9911|505.85
352100|0|1654|2|259.99|259.99|86.14
352100|1|736|2|118|103.84|54.26
352100|2|426|1|499.9|439.912|254.86
352101|0|1669|6|6.89|6.5455|3.17
352101|1|1530|1|266|266|122.32
352101|2|1425|1|529|486.68|175.27
352102|0|1478|5|300|267|137.96
352102|1|2499|10|23.72|23.72|12.09
352103|0|55|1|296|257.52|98.07
352103|1|1439|2|301|267.89|138.42
352104|0|1801|3|32|29.44|16.31
352104|1|304|1|699|699|321.44
352104|2|1440|2|189|171.99|86.91
352105|0|103|1|115|104.65|52.88
352105|1|1331|6|26.99|26.99|12.41
352106|0|1503|5|269|269|123.7
352200|0|1666|3|16.89|16.89|5.6
352200|1|79|3|40.55|40.55|18.65
352201|0|2458|2|19.99|19.99|10.19
352201|1|418|2|269.95|269.95|137.63
352201|2|440|8|219.95|193.556|112.14
352201|3|2489|1|14.99|14.99|7.64
352202|0|1589|3|9.99|9.99|5.09
352202|1|1663|2|6.89|6.0632|3.17
352202|2|123|1|279.99|240.7914|128.76
352202|3|1642|6|57.88|49.7768|26.62
352203|0|1180|3|1600|1376|530.11
352203|1|842|3|26.9|24.21|13.71
352300|0|456|2|559|491.92|257.06
352300|1|1092|3|673|673|222.98
349300|0|397|1|699|629.1|321.44
349301|0|1660|1|289.99|289.99|96.08
349301|1|1598|2|57.88|52.092|26.62
349302|0|1636|1|12.66|12.66|5.82
349302|1|904|4|75.99|75.99|38.74
349302|2|505|3|619|619|205.09
349302|3|2002|4|199.99|179.991|91.97
349302|4|1672|4|16.89|14.5254|5.6
349302|5|1558|10|380|338.2|125.9
349302|6|1627|3|17.99|17.99|8.27
349303|0|437|2|499.9|439.912|254.86
349400|0|1254|2|19.99|17.7911|10.19
349400|1|115|2|249.99|222.4911|82.83
349400|2|2049|5|665.94|665.94|220.64
349400|3|181|1|129|129|59.32
349400|4|348|2|758|758|348.58
349400|5|2|10|12.99|11.4312|6.62
349400|6|366|1|758|674.62|348.58
349401|0|107|7|132.99|132.99|61.16
349401|1|1588|3|13.89|12.3621|6.39
349401|2|1568|2|280|280|128.76
349500|0|1728|7|79.8|73.416|36.7
349500|1|1644|3|57.88|57.88|26.62
349500|2|1679|6|5.5|5.06|2.8
349501|0|1437|1|199|199|91.51
349502|0|1455|4|290|290|133.36
349502|1|67|4|25.69|25.69|13.1
349503|0|1540|3|380|380|125.9
349503|1|1502|3|239|239|109.91
349700|0|759|3|11.9|11.9|6.07
349800|0|1513|4|269|269|123.7
349800|1|82|2|40.55|40.55|18.65
349801|0|1578|2|219|219|72.56
349801|1|1985|3|179.99|158.3912|82.77
349900|0|1479|4|310|310|142.56
349900|1|604|3|499|439.12|254.4
349901|0|1166|1|165|165|84.12
349901|1|1598|2|57.88|50.9344|26.62
349901|2|1558|4|380|361|125.9
349901|3|1511|5|229|229|105.31
349901|4|312|3|259|253.82|132.05
349901|5|138|7|499.99|429.9914|229.93
350000|0|1459|6|256|256|117.73
350000|1|73|5|47.95|42.6755|22.05
350001|0|1370|4|47.44|41.7472|21.82
350001|1|1737|4|28|24.64|14.28
350001|2|1611|2|159.99|148.7907|73.57
350002|0|2132|1|149|149|75.96
350100|0|429|3|599.9|599.9|275.87
350100|1|1680|3|6.99|6.1512|3.56
350100|2|538|2|99|85.14|50.47
350101|0|1504|7|208|187.2|95.65
350101|1|1474|6|208|208|95.65
350101|2|1475|1|230|200.1|105.77
350101|3|1494|5|208|183.04|95.65
350200|0|1328|4|49.99|46.4907|16.56
350201|0|1463|7|293|293|134.74
350201|1|2123|9|745.99|738.5301|343.05
350201|2|2508|3|4.74|4.5978|2.42
350202|0|690|6|228|198.36|75.54
350203|0|2512|2|129.99|129.99|43.07
350204|0|1672|1|16.89|15.201|5.6
350204|1|1623|5|219|219|72.56
350204|2|1617|2|57.99|57.99|26.67
350204|3|2444|7|4.99|4.5908|2.54
350400|0|383|7|599|569.05|275.46
350400|1|2092|2|791|711.9|363.75
350400|2|426|3|499.9|439.912|254.86
350401|0|527|7|99|99|50.47
350401|1|1615|1|289.99|252.2913|96.08
350401|2|1674|5|6.99|6.1512|3.56
350401|3|1632|1|17.99|16.0111|8.27
350401|4|1513|2|269|239.41|123.7
350500|0|393|2|599|533.11|275.46
350500|1|801|1|19.9|17.711|10.15
350500|2|1705|1|6.88|6.192|3.16
350501|0|71|2|47.95|47.95|22.05
350502|0|2209|1|229.99|229.99|105.76
350502|1|1612|5|179.99|179.99|82.77
350600|0|1581|3|219|219|72.56
350601|0|1655|5|289.99|255.1912|96.08
350602|0|532|1|259|259|119.11
350603|0|130|2|200|200|101.97
350603|1|1826|5|32|32|16.31
350604|0|144|5|299.99|299.99|152.94
350604|1|657|2|149|131.12|68.52
350604|2|2388|1|199.99|177.9911|101.96
350604|3|665|2|102|89.76|52
350604|4|1793|1|43|39.56|21.92
350700|0|2489|8|14.99|14.99|7.64
350701|0|2504|8|9.99|9.99|5.09
350701|1|1325|1|39.99|36.3909|18.39
350701|2|1604|3|259.99|259.99|86.14
350701|3|1453|1|258|242.52|118.65
350701|4|1125|4|436.2|436.2|144.52
350701|5|1446|8|289|268.77|132.9
350702|0|2515|9|3.35|2.948|1.71
350702|1|2098|2|508|452.12|258.99
350703|0|723|2|102|92.82|52
350703|1|1616|1|56.99|56.99|26.21
350704|0|1446|3|289|289|132.9
350704|1|1680|1|6.99|6.1512|3.56
350705|0|1464|1|258|247.68|118.65
350705|1|456|10|559|559|257.06
350800|0|1638|2|13.89|12.3621|6.39
350801|0|966|2|184.5|184.5|84.84
350802|0|2472|1|29.99|29.99|15.29
350803|0|1116|9|645|586.95|213.7
350803|1|1608|2|109.99|109.99|56.08
350900|0|1577|1|219|199.29|72.56
350900|1|439|8|559|497.51|257.06
350900|2|1733|5|22.788|20.0534|11.62
350901|0|1796|6|43|36.98|21.92
350901|1|65|1|181|181|83.24
350901|2|1453|3|258|258|118.65
350902|0|477|4|619|619|205.09
350902|1|2014|6|199.99|179.991|91.97
350903|0|1451|2|268|251.92|123.24
350903|1|2409|2|199.99|181.9909|101.96
350904|0|1627|3|17.99|17.99|8.27
350905|0|172|5|169|169|55.99
350905|1|1872|7|2652|2307.24|878.66
350905|2|2041|1|99.99|99.99|50.98
350905|3|2495|3|9.99|8.7912|5.09
350906|0|488|4|49|44.1|24.98
350906|1|1703|2|5.39|5.39|2.75
350906|2|1405|3|35.99|31.3113|16.55
350906|3|1373|1|14.19|14.19|7.23
350907|0|2193|8|229.99|204.6911|105.76
350907|1|1638|3|13.89|13.89|6.39
350908|0|2480|1|350|350|160.95
350908|1|1440|3|189|166.32|86.91
350908|2|679|2|78|78|39.77
350908|3|1413|1|299|299|137.5
351100|0|1735|2|28|28|14.28
351100|1|1413|1|299|299|137.5
351100|2|499|1|99|86.13|50.47
351100|3|433|1|969|969|321.05
351101|0|519|3|619|619|205.09
351101|1|371|1|599|545.09|275.46
351102|0|1585|2|22.89|21.5166|7.58
351102|1|357|6|330|293.7|168.24
348000|0|1969|3|3199.99|3199.99|1060.22
348000|1|1415|3|300|276|137.96
348001|0|1441|1|200|184|91.97
348001|1|2229|2|29.99|26.0913|15.29
348001|2|751|6|11.5|11.5|5.86
348002|0|2516|4|3.35|2.9145|1.71
348002|1|434|10|599|599|275.46
348002|2|1641|2|12.66|11.394|5.82
348002|3|1396|1|22.99|22.5302|10.57
348002|4|1612|2|179.99|179.99|82.77
348002|5|2380|3|299.99|260.9913|152.94
348003|0|1459|2|256|230.4|117.73
348003|1|1423|2|189|189|86.91
348003|2|496|9|179|157.52|82.32
348004|0|1479|2|310|310|142.56
348100|0|1629|3|9.99|9.99|5.09
348101|0|1577|2|219|199.29|72.56
348101|1|1486|1|288|288|132.44
348101|2|1842|5|2652|2333.76|878.66
348102|0|1637|2|17.99|17.99|8.27
348103|0|1695|2|4.98|4.482|2.54
348103|1|373|2|326|312.96|166.2
348103|2|1453|2|258|258|118.65
348104|0|1632|6|17.99|17.8101|8.27
348104|1|1476|2|288|256.32|132.44
348104|2|2113|2|508|477.52|258.99
348104|3|2019|4|665.94|612.6648|220.64
348105|0|650|3|78|78|39.77
348105|1|908|1|102|102|52
348105|2|1618|2|58.99|58.4001|27.13
348105|3|1543|4|402|353.76|133.19
348105|4|1486|1|288|279.36|132.44
348106|0|1646|2|159.99|159.99|73.57
348107|0|1690|1|16.99|16.99|5.63
348107|1|2102|2|791|711.9|363.75
348107|2|949|3|268|246.56|88.79
348108|0|1320|2|26.99|24.8308|12.41
348108|1|1457|1|189|189|86.91
348108|2|573|2|139|130.66|70.87
348108|3|1221|3|482|424.16|245.74
348300|0|1688|1|8.88|8.2584|4.08
348301|0|476|7|869|869|287.92
348301|1|458|1|229.9|229.9|117.21
348301|2|633|1|2295|2295|760.38
348302|0|1326|1|42.99|40.8405|14.24
348302|1|533|5|279|259.47|128.3
348302|2|2507|2|4.74|4.6926|2.42
348302|3|144|1|299.99|299.99|152.94
348400|0|448|5|269.9|248.308|137.6
348401|0|1425|2|529|470.81|175.27
348401|1|2504|7|9.99|9.5904|5.09
348401|2|1047|3|338|338|155.43
348402|0|1549|1|389|373.44|128.88
348403|0|636|5|999|899.1|459.4
348403|1|1170|1|633|557.04|291.09
348403|2|1632|1|17.99|17.99|8.27
348403|3|1524|1|330|300.3|151.76
348404|0|535|1|179|173.63|82.32
348500|0|469|4|99|99|50.47
348501|0|106|1|132.99|132.99|61.16
348501|1|951|2|281|247.28|143.26
348502|0|452|1|219.95|215.551|112.14
348502|1|1621|2|12.99|12.99|6.62
348502|2|1723|1|56|48.16|28.55
348502|3|384|2|758|758|348.58
348502|4|1088|3|673|585.51|222.98
348503|0|837|1|11.9|10.591|6.07
348503|1|266|2|299|263.12|152.44
348503|2|2108|1|508|447.04|258.99
348503|3|1554|2|298|298|137.04
348504|0|424|8|269.95|269.95|137.63
348504|1|1616|1|56.99|56.99|26.21
348504|2|963|1|268|262.64|88.79
348505|0|1451|3|268|246.56|123.24
348505|1|1420|1|199|171.14|91.51
348600|0|1584|4|9.99|9.7902|5.09
348601|0|2119|3|163|145.07|83.1
348601|1|825|4|13.9|13.066|7.09
348601|2|2029|6|99.99|99.99|50.98
348602|0|1772|5|34|34|17.33
348602|1|1614|4|259.99|228.7912|86.14
348603|0|463|3|619|588.05|205.09
348603|1|1812|1|32|28.16|16.31
348604|0|639|1|459|454.41|152.08
348604|1|2503|10|9.99|9.99|5.09
348604|2|432|2|499.9|499.9|254.86
348605|0|304|6|699|608.13|321.44
348606|0|501|3|59|54.28|30.08
348606|1|1850|2|1599.9|1423.911|815.68
348606|2|1449|1|300|273|137.96
348700|0|121|1|119.99|119.99|61.17
348701|0|1224|2|1030|906.4|341.26
348702|0|2038|2|199.99|199.99|91.97
348703|0|483|8|99|87.12|50.47
348703|1|2355|2|635.99|635.99|210.72
348703|2|936|1|79|71.1|36.33
348704|0|1262|10|36.99|36.99|18.86
348704|1|1435|1|293|278.35|134.74
348704|2|406|2|382.95|371.4615|195.24
348704|3|1609|1|259.99|228.7912|86.14
348704|4|569|4|459|403.92|152.08
348800|0|1839|1|1818|1618.02|836.03
348800|1|367|8|326|306.44|166.2
348800|2|175|3|116.9|116.9|53.76
348801|0|450|6|919|817.91|304.48
348801|1|179|1|119|104.72|54.72
348802|0|1541|2|299|299|137.5
348802|1|2407|1|399.99|363.9909|183.94
348802|2|2510|2|4.06|4.06|2.07
348802|3|1658|5|109.99|98.991|56.08
348802|4|2340|9|79.95|70.356|40.76
348803|0|1606|7|159.99|153.5904|73.57
348803|1|1405|1|35.99|31.3113|16.55
348804|0|2160|1|445|409.4|204.64
348804|1|2350|4|429.99|382.6911|197.74
348805|0|138|3|499.99|449.991|229.93
348806|0|432|3|499.9|439.912|254.86
348806|1|1603|1|109.99|94.5914|56.08
348807|0|766|9|19.9|19.9|10.15
348807|1|1703|1|5.39|5.1205|2.75
348808|0|425|1|369|369|188.13
348808|1|1588|8|13.89|12.2232|6.39
349000|0|454|4|269.9|259.104|137.6
349001|0|1375|4|42|40.32|13.92
349001|1|398|6|382.95|356.1435|195.24
349001|2|443|1|349|331.55|160.49
349002|0|1638|3|13.89|12.2232|6.39
349002|1|2503|1|9.99|9.99|5.09
349002|2|1495|4|230|230|105.77
349100|0|424|5|269.95|237.556|137.63
349100|1|1620|1|60.99|60.3801|28.05
349100|2|1725|1|56|52.08|28.55
349101|0|1464|7|258|258|118.65
349102|0|132|4|200|188|101.97
349102|1|475|1|819|753.48|271.35
349200|0|1345|3|22|19.14|10.12
349200|1|1153|3|999|999|330.99
349201|0|303|1|869|773.41|287.92
349202|0|1468|4|189|189|86.91
349202|1|1608|1|109.99|103.3906|56.08
349203|0|1271|2|6.95|6.1855|3.54
349203|1|1602|6|179.99|179.99|82.77
347003|2|2514|4|129.99|129.99|43.07
347004|0|6|5|21.57|19.8444|11
347100|0|1820|1|32|28.8|16.31
347100|1|1533|1|299|299|137.5
347101|0|136|1|349.95|349.95|160.93
347101|1|1575|2|60.99|60.99|28.05
347101|2|2512|2|129.99|115.6911|43.07
347102|0|1058|2|312|302.64|143.48
347102|1|108|2|132.99|132.99|61.16
347103|0|460|4|299.9|299.9|152.9
347104|0|659|1|118|118|54.26
347104|1|1416|2|308|283.36|141.64
347104|2|2064|1|139.99|139.99|71.37
347104|3|649|1|91|80.08|46.39
347104|4|59|3|156|135.72|79.53
347104|5|1745|6|109|94.83|36.11
347105|0|160|1|1099.99|1099.99|505.85
347105|1|947|1|165|146.85|75.88
347105|2|176|3|126.9|126.9|58.36
347105|3|295|3|279|279|142.24
347200|0|1574|7|59.99|59.99|27.59
347200|1|1314|1|205|205|94.27
347200|2|1728|1|79.8|79.8|36.7
347201|0|1634|2|9.99|9.99|5.09
347201|1|1545|7|268|268|123.24
347202|0|1600|8|57.88|52.092|26.62
347202|1|1918|2|299.99|257.9914|152.94
347203|0|2091|5|877.5|877.5|403.53
347203|1|2034|1|139.99|139.99|71.37
347203|2|725|1|190|163.4|87.37
347203|3|2405|2|459.99|459.99|211.53
347203|4|1515|2|230|202.4|105.77
347204|0|458|1|229.9|206.91|117.21
347204|1|1640|1|22.89|19.9143|7.58
347204|2|1380|1|21|18.69|9.66
347205|0|166|4|119|103.53|54.72
347205|1|442|3|269.9|248.308|137.6
347205|2|143|4|299.99|299.99|152.94
347206|0|1606|1|159.99|159.99|73.57
347206|1|347|6|586|586|269.48
347206|2|360|5|380|330.6|193.74
347300|0|1660|6|289.99|289.99|96.08
347301|0|1697|4|5.39|4.6893|2.75
347301|1|519|1|619|544.72|205.09
347301|2|2082|1|139.99|139.99|71.37
347301|3|1730|5|77.68|77.68|35.72
347302|0|432|2|499.9|444.911|254.86
347303|0|420|3|499.9|499.9|254.86
347303|1|490|1|869|773.41|287.92
347303|2|1321|3|28.99|26.9607|13.33
347303|3|2115|1|877.5|877.5|403.53
347304|0|419|3|369|369|188.13
347304|1|1662|2|6.99|6.99|3.56
347400|0|1674|5|6.99|6.99|3.56
347400|1|143|1|299.99|266.9911|152.94
347401|0|458|1|229.9|206.91|117.21
347401|1|2504|1|9.99|8.5914|5.09
347401|2|1471|1|229|199.23|105.31
347401|3|1704|1|6.99|6.4308|3.56
347402|0|1439|7|301|301|138.42
347402|1|1588|4|13.89|13.89|6.39
347402|2|449|3|349|349|160.49
347402|3|417|2|599|521.13|275.46
347402|4|2108|1|508|508|258.99
347402|5|1376|1|31|31|10.27
347402|6|123|3|279.99|279.99|128.76
347403|0|163|1|1592.2|1448.902|527.53
347403|1|453|1|229.9|229.9|117.21
347404|0|1615|1|289.99|289.99|96.08
347404|1|377|4|599|599|275.46
347405|0|1649|2|259.99|228.7912|86.14
347405|1|1389|5|35.99|30.9514|16.55
347405|2|1585|7|22.89|22.89|7.58
347406|0|1648|5|109.99|109.99|56.08
347407|0|1995|1|665.94|665.94|220.64
347408|0|1815|4|32|29.76|16.31
347408|1|1650|4|289.99|266.7908|96.08
347600|0|941|4|41.99|36.5313|21.41
347601|0|123|2|279.99|243.5913|128.76
347601|1|2499|3|23.72|23.72|12.09
347601|2|1673|2|5.5|4.84|2.8
347602|0|60|7|156|141.96|79.53
347602|1|124|1|279.99|279.99|128.76
347602|2|1322|1|32.99|32.99|15.17
347700|0|1227|2|988|988|327.34
347700|1|100|3|120|103.2|55.18
347701|0|2023|7|99.99|90.9909|50.98
347701|1|2513|1|129.99|129.99|43.07
347701|2|1662|3|6.99|6.99|3.56
347702|0|1336|4|43.81|43.81|20.15
347702|1|66|3|25.69|25.69|13.1
347702|2|2107|1|791|680.26|363.75
347703|0|1628|2|13.89|13.89|6.39
347703|1|1654|6|259.99|223.5914|86.14
347703|2|46|1|149.95|149.95|76.45
347704|0|2147|1|745.99|745.99|343.05
347704|1|148|2|2899.99|2580.9911|960.82
347704|2|95|2|67.4|66.052|34.36
347704|3|421|3|469|469|215.68
347800|0|1720|4|70.13|70.13|32.25
347800|1|1649|2|259.99|228.7912|86.14
347801|0|831|4|19.9|17.91|10.15
347801|1|723|2|102|87.72|52
347801|2|1360|1|46.99|43.2308|15.57
347801|3|1618|3|58.99|58.99|27.13
347801|4|818|3|11.5|10.465|5.29
347801|5|1583|5|13.89|12.6399|6.39
347801|6|1666|3|16.89|14.6943|5.6
347802|0|1663|8|6.89|6.89|3.17
347802|1|1681|1|6.89|6.3388|3.17
347802|2|917|4|179|179|59.31
347802|3|1586|1|12.66|11.394|5.82
347802|4|1310|3|28|25.2|14.28
347802|5|79|1|40.55|38.117|18.65
347803|0|606|1|299|299|137.5
347804|0|435|1|269.95|251.0535|137.63
347805|0|73|3|47.95|42.196|22.05
347805|1|450|1|919|919|304.48
347805|2|159|1|1099.99|1099.99|505.85
347900|0|1608|4|109.99|96.7912|56.08
347901|0|51|4|199.95|171.957|91.95
347901|1|1705|4|6.88|5.9856|3.16
347901|2|1414|2|256|256|117.73
347901|3|2032|2|199.99|199.99|91.97
347901|4|1685|3|5.39|5.0127|2.75
347901|5|1613|1|109.99|102.2907|56.08
347901|6|1629|2|9.99|8.7912|5.09
347902|0|433|3|969|862.41|321.05
347902|1|442|1|269.9|234.813|137.6
347902|2|2212|3|79.95|68.757|40.76
347903|0|454|4|269.9|240.211|137.6
347903|1|1668|2|6.99|6.6405|3.56
347903|2|475|5|819|819|271.35
347903|3|2357|1|429.99|374.0913|197.74
347903|4|1516|2|288|267.84|132.44
347904|0|1676|1|8.99|8.99|4.13
347904|1|1368|8|40.19|40.19|18.48
347905|0|1604|3|259.99|259.99|86.14
347905|1|2113|3|508|508|258.99
347905|2|1515|5|230|218.5|105.77
347906|0|1499|4|310|272.8|142.56
347906|1|107|7|132.99|125.0106|61.16
345801|1|326|2|299|260.13|152.44
345801|2|1463|1|293|254.91|134.74
345802|0|2047|1|99.99|89.991|50.98
345802|1|2392|2|429.99|386.991|197.74
345803|0|1667|3|5.5|5.5|2.8
345803|1|949|1|268|241.2|88.79
345804|0|427|5|469|412.72|215.68
345804|1|1516|1|288|267.84|132.44
345805|0|2125|2|163|163|83.1
345805|1|1575|3|60.99|54.891|28.05
345806|0|1453|3|258|258|118.65
345900|0|1534|1|398|394.02|131.87
345901|0|1153|1|999|909.09|330.99
345901|1|1966|1|299.99|269.991|152.94
345901|2|2504|2|9.99|9.7902|5.09
345902|0|1586|4|12.66|12.66|5.82
345903|0|1476|7|288|264.96|132.44
345903|1|1075|1|338|338|155.43
345904|0|583|1|251|215.86|83.16
345904|1|1318|7|16.99|16.99|8.66
345904|2|1645|2|57.88|57.88|26.62
345904|3|87|4|99.99|87.9912|45.98
345904|4|956|3|198|172.26|91.05
345904|5|64|1|181|157.47|83.24
345904|6|80|1|40.55|40.55|18.65
346000|0|1626|2|219|219|72.56
346000|1|872|3|20.96|18.864|10.69
346001|0|1687|3|6.88|6.88|3.16
346001|1|312|6|259|233.1|132.05
346001|2|625|8|999|909.09|459.4
346002|0|1291|3|366.55|333.5605|121.45
346002|1|1521|2|310|279|142.56
346003|0|1362|4|16.99|15.8007|7.81
346004|0|524|1|179|155.73|82.32
346004|1|1561|3|402|402|133.19
346004|2|308|1|500|440|229.93
346005|0|508|1|279|239.94|128.3
346006|0|1970|8|899|800.11|413.42
